"slide [mm]","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='0mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='2mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='4mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='6mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='8mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='10mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='12mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='14mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='16mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='18mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='20mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='22mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='24mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='26mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='28mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='30mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='32mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='34mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='36mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='38mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='40mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='42mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='44mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='46mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='48mm'","Matrix1.L(source2,pickup1) [uH] - gap='40mm' offset='50mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='0mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='2mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='4mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='6mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='8mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='10mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='12mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='14mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='16mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='18mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='20mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='22mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='24mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='26mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='28mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='30mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='32mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='34mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='36mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='38mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='40mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='42mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='44mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='46mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='48mm'","Matrix1.L(source2,pickup1) [uH] - gap='45mm' offset='50mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='0mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='2mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='4mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='6mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='8mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='10mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='12mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='14mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='16mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='18mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='20mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='22mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='24mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='26mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='28mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='30mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='32mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='34mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='36mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='38mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='40mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='42mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='44mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='46mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='48mm'","Matrix1.L(source2,pickup1) [uH] - gap='50mm' offset='50mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='0mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='2mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='4mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='6mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='8mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='10mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='12mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='14mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='16mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='18mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='20mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='22mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='24mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='26mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='28mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='30mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='32mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='34mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='36mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='38mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='40mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='42mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='44mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='46mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='48mm'","Matrix1.L(source2,pickup1) [uH] - gap='55mm' offset='50mm'"
-50,3.478946,3.44865,3.487827,3.444015,3.438481,3.447098,3.415038,3.383671,3.476847,3.392436,3.368128,3.326382,3.298695,3.268859,3.254525,3.201405,3.251051,3.152394,3.111041,3.083703,3.12793,3.073482,2.932553,2.908179,2.86926,2.82947,3.21319,3.20005,3.154363,3.179432,3.189061,3.16905,3.170105,3.215096,3.115409,3.11097,3.10359,3.060167,3.045096,3.005287,3.067397,2.954627,2.93609,2.836787,2.858229,2.918384,2.864641,2.757904,2.812514,2.710479,2.782036,2.669295,2.937196,2.989046,3.056238,3.017044,2.999501,2.923341,2.990138,2.911083,3.006927,2.85904,2.840328,2.906113,2.812726,2.855829,2.839606,2.73074,2.71675,2.764555,2.733083,2.625403,2.658453,2.638323,2.622821,2.560994,2.535477,2.432484,2.76152,2.663447,2.701976,2.700203,2.735478,2.728449,2.753118,2.664834,2.718061,2.699783,2.613025,2.689305,2.610272,2.634312,2.542971,2.569401,2.499886,2.540996,2.529677,2.474467,2.452493,2.425695,2.41618,2.367302,2.338728,2.307556
-46,3.753225,3.719198,3.699263,3.730743,3.815016,3.693011,3.664554,3.684266,3.628084,3.633757,3.612523,3.592435,3.557144,3.548298,3.488958,3.543271,3.412938,3.496316,3.323121,3.286409,3.249494,3.275508,3.222762,3.096432,3.162517,3.025613,3.410528,3.412349,3.504085,3.431164,3.371464,3.429504,3.369844,3.4475,3.357792,3.324081,3.387674,3.288938,3.266816,3.327239,3.2905,3.245749,3.160765,3.224926,3.166043,3.134019,3.071642,2.96405,2.928017,2.901778,2.772192,2.866861,3.213715,3.198355,3.102228,3.107628,3.138403,3.118678,3.11109,3.090356,3.08937,3.119095,3.02916,3.00628,3.020671,2.953782,2.949249,2.871906,2.945272,2.845815,2.843784,2.817593,2.816805,2.796136,2.696634,2.704981,2.625545,2.580986,2.956128,2.983239,2.971391,2.85707,2.883158,2.927013,2.872203,2.883303,2.817152,2.8995,2.87522,2.815812,2.772203,2.79859,2.730122,2.704429,2.688481,2.702135,2.650015,2.641191,2.62021,2.586856,2.498705,2.531763,2.463647,2.453897
-42,3.98177,3.886305,3.989581,4.003086,3.976504,3.855158,3.946273,3.916439,3.93474,3.878473,3.866615,3.68156,3.919274,3.754327,3.834358,3.698687,3.664363,3.579654,3.556892,3.50871,3.48022,3.402895,3.388929,3.327736,3.315628,3.221993,3.678617,3.629761,3.631963,3.654007,3.61979,3.650975,3.615413,3.479649,3.566942,3.539121,3.550311,3.486341,3.547005,3.4443,3.423395,3.38164,3.378157,3.437973,3.291589,3.289088,3.170949,3.156171,3.187358,3.079036,3.026405,2.964916,3.324568,3.340506,3.316517,3.312878,3.289567,3.270191,3.291504,3.283434,3.26601,3.221321,3.252034,3.19346,3.178653,3.16487,3.160841,3.079899,3.081469,3.044152,3.013556,3.028179,2.873699,3.012072,2.828661,2.832846,2.80281,2.732725,3.102015,3.10655,3.025739,3.050089,3.097151,3.015636,3.100637,3.027171,2.966468,3.056734,2.940168,3.010549,2.889182,2.931378,2.939011,2.932337,2.886147,2.79118,2.777873,2.749173,2.695362,2.719167,2.712324,2.59956,2.58094,2.60871
-38,4.200012,4.241712,4.240294,4.318361,4.258596,4.238736,4.183884,4.20778,4.125781,4.158412,4.112846,4.087308,4.09339,3.950148,3.981637,3.961216,3.974527,3.834682,3.786689,3.7664,3.713524,3.660783,3.619901,3.543373,3.456062,3.422833,3.86502,3.860462,3.981535,3.871772,3.85327,3.828204,3.84712,3.807205,3.782386,3.777232,3.740622,3.681939,3.705569,3.670615,3.664755,3.585796,3.657049,3.52015,3.455634,3.455364,3.420719,3.341761,3.282308,3.286716,3.20264,3.158562,3.624779,3.536742,3.450433,3.478536,3.442091,3.477404,3.46672,3.468007,3.506457,3.515679,3.359937,3.365993,3.349756,3.312299,3.351216,3.276241,3.222688,3.297703,3.153919,3.140708,3.15252,3.058935,3.065812,3.059719,2.929779,2.980306,3.318564,3.259014,3.205114,3.170177,3.221991,3.174406,3.173286,3.14602,3.135961,3.145712,3.135629,3.199727,3.0669,3.043991,3.04366,2.98047,2.961621,2.876139,2.922457,2.982226,2.857791,2.870661,2.875636,2.738208,2.698952,2.674727
-34,4.552752,4.539973,4.421954,4.403403,4.494169,4.495045,4.484028,4.470874,4.427967,4.386412,4.310971,4.301889,4.28938,4.159282,4.215501,4.151579,4.132426,4.098181,4.173417,3.890604,3.934137,3.925932,3.997034,3.756628,3.753978,3.631921,4.07935,4.06151,4.147038,4.05222,4.039377,4.096483,4.149512,4.114201,3.953708,3.986121,4.054123,3.888255,3.891246,3.847326,3.791942,3.865844,3.730657,3.689326,3.63724,3.582469,3.552848,3.549496,3.38683,3.445025,3.439842,3.323451,3.707208,3.713712,3.678323,3.724753,3.697387,3.653058,3.767945,3.753267,3.559325,3.604588,3.594236,3.536339,3.494584,3.634261,3.581861,3.455706,3.411194,3.388241,3.334188,3.315513,3.263299,3.216275,3.179812,3.132094,3.066671,3.133274,3.380525,3.314264,3.301424,3.33247,3.347862,3.320517,3.436501,3.298506,3.342665,3.382664,3.309854,3.22589,3.266606,3.263685,3.172597,3.253806,3.116466,3.150912,3.048741,3.030967,2.979767,2.989361,2.891114,2.915119,2.841327,2.791344
-30,4.798947,4.812596,4.752913,4.790828,4.722159,4.774822,4.730882,4.877662,4.559325,4.646808,4.623983,4.595315,4.514315,4.485883,4.448045,4.378336,4.377588,4.331596,4.269089,4.198477,4.120578,3.973799,4.015356,3.97899,3.97523,3.814141,4.306198,4.198743,4.297772,4.284857,4.257205,4.264744,4.317974,4.329332,4.254876,4.202953,4.121532,4.211977,4.10976,4.142196,3.973885,3.971515,3.97911,3.986679,3.835125,3.91882,3.743251,3.710506,3.65728,3.58796,3.538832,3.483849,3.870544,3.93874,3.948619,3.872706,3.864461,3.845213,3.831608,3.829279,3.807127,3.850164,3.766278,3.856635,3.765566,3.643608,3.635536,3.589655,3.567208,3.508235,3.494875,3.424616,3.449759,3.326877,3.325982,3.390262,3.218025,3.26823,3.614496,3.599032,3.50788,3.540875,3.549379,3.573561,3.4609,3.468133,3.571278,3.416323,3.441534,3.448362,3.474902,3.383964,3.398586,3.298399,3.23237,3.315398,3.197217,3.241054,3.188502,3.117969,3.114633,2.983708,2.993504,2.886885
-26,5.083961,5.084023,5.060772,5.02324,4.999902,4.994554,5.00441,5.066963,4.797585,5.037137,4.893152,4.825344,4.79634,4.683181,4.717774,4.625285,4.673113,4.444956,4.479733,4.384047,4.50418,4.263815,4.225539,4.044691,3.980658,4.010286,4.539314,4.523,4.542862,4.450601,4.529507,4.473114,4.440006,4.441766,4.404124,4.373581,4.366548,4.329722,4.261334,4.28035,4.226334,4.139729,4.130505,3.992094,4.012928,3.979475,3.931314,3.840427,3.812659,3.767215,3.729673,3.678214,4.059864,4.056257,4.037223,3.998331,4.030105,4.029013,3.966857,3.98175,3.981669,3.951181,3.904607,3.862537,3.984847,3.781449,3.763537,3.770629,3.730207,3.692426,3.680422,3.613079,3.568491,3.572537,3.434453,3.418348,3.347132,3.336696,3.723612,3.751557,3.64004,3.622077,3.697289,3.615018,3.539517,3.563491,3.548764,3.687032,3.544481,3.384111,3.459165,3.463561,3.516913,3.405967,3.378313,3.33177,3.371279,3.23294,3.185405,3.179779,3.207851,3.116755,3.106236,2.979536
-22,5.267373,5.265348,5.040894,5.237378,5.128843,5.170359,5.18908,5.162479,5.148371,5.117104,4.967039,5.02301,4.979852,4.985081,4.913327,4.806497,4.692223,4.724586,4.681897,4.51987,4.444973,4.473561,4.305209,4.328072,4.242995,4.195271,4.748262,4.703648,4.707726,4.684852,4.70951,4.68134,4.677226,4.568483,4.514991,4.563487,4.428342,4.494293,4.530679,4.457508,4.43149,4.508758,4.308148,4.168336,4.219984,4.190225,4.099988,4.072621,3.968821,3.916098,3.858917,3.827209,4.118992,4.195319,4.181714,4.273419,4.161859,4.264603,4.173548,4.054118,4.130121,4.065939,4.036784,4.032314,3.987682,3.931482,3.909255,3.871523,3.847449,3.809284,3.85673,3.71482,3.690072,3.618493,3.61712,3.637708,3.581591,3.531843,3.750732,3.722719,3.871717,3.74514,3.74643,3.754648,3.832745,3.769349,3.780302,3.72775,3.632994,3.66636,3.692853,3.56845,3.518275,3.639883,3.58657,3.434039,3.493903,3.370776,3.398058,3.387919,3.354982,3.195094,3.183551,3.134625
-18,5.517995,5.461035,5.46713,5.352394,5.476712,5.430487,5.277091,5.307105,5.341722,5.314657,5.302678,5.0127,5.204073,5.131948,5.001858,5.013453,4.99479,4.797022,4.869483,4.811882,4.724992,4.655267,4.610011,4.545548,4.441509,4.363705,4.914402,4.871578,4.865002,4.876602,4.892911,4.867928,4.846476,4.727635,4.812454,4.772148,4.618845,4.672547,4.640014,4.636458,4.53321,4.5316,4.468795,4.396583,4.273018,4.312587,4.254577,4.200201,4.112558,4.073097,4.000562,4.087055,4.264091,4.364117,4.328284,4.366412,4.339058,4.322534,4.285074,4.278365,4.265623,4.359981,4.23065,4.177745,4.190909,4.090329,4.065026,4.02633,3.995521,3.978595,3.921752,3.858907,3.814035,3.82594,3.803271,3.668009,3.678308,3.579122,3.984078,3.864214,3.929657,3.950273,3.954105,3.915139,3.943687,3.827791,3.812902,3.813192,3.867557,3.75594,3.815892,3.7391,3.741798,3.715056,3.652034,3.613865,3.601603,3.576126,3.477701,3.45999,3.38754,3.390761,3.347468,3.177256
-14,5.582548,5.674609,5.709212,5.670448,5.670349,5.513192,5.487791,5.588581,5.551509,5.40676,5.437435,5.431682,5.368249,5.334226,5.294694,5.01931,5.140562,5.118584,4.85013,4.960804,4.883881,4.810885,4.732474,4.644175,4.629377,4.5137,5.035829,5.02803,5.020289,4.986211,5.017695,4.994381,4.984929,5.055113,4.913494,4.898107,4.841852,4.808053,4.7971,4.749653,4.83959,4.635585,4.617582,4.542541,4.489905,4.475325,4.357679,4.320034,4.232335,4.160673,4.13328,4.047606,4.449722,4.468029,4.521377,4.438497,4.466977,4.3506,4.438973,4.406367,4.430225,4.247602,4.337381,4.28583,4.262437,4.230773,4.16565,4.177347,4.184361,4.053942,4.013378,4.022276,3.902608,3.875413,3.826706,3.78567,3.685413,3.771355,4.022382,4.097856,4.027919,3.974548,3.9778,3.977388,3.959483,4.04137,3.925832,3.973499,3.854143,3.853613,3.82078,3.751983,3.684701,3.643342,3.670116,3.770852,3.610465,3.587952,3.532102,3.497204,3.427514,3.422573,3.347611,3.30194
