"slide [mm]","Matrix1.L(source1,source2) [uH] - gap='45mm' offset='0mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='0mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='2mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='4mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='6mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='8mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='10mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='12mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='14mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='16mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='18mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='20mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='22mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='24mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='26mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='28mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='30mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='32mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='34mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='36mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='38mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='40mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='42mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='44mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='46mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='48mm'","Matrix1.L(source1,source2) [uH] - gap='60mm' offset='50mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='0mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='2mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='4mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='6mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='8mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='10mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='12mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='14mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='16mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='18mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='20mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='22mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='24mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='26mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='28mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='30mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='32mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='34mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='36mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='38mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='40mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='42mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='44mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='46mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='48mm'","Matrix1.L(source1,source2) [uH] - gap='65mm' offset='50mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='0mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='2mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='4mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='6mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='8mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='10mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='12mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='14mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='16mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='18mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='20mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='22mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='24mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='26mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='28mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='30mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='32mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='34mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='36mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='38mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='40mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='42mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='44mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='46mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='48mm'","Matrix1.L(source1,source2) [uH] - gap='70mm' offset='50mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='0mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='2mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='4mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='6mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='8mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='10mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='12mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='14mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='16mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='18mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='20mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='22mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='24mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='26mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='28mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='30mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='32mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='34mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='36mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='38mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='40mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='42mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='44mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='46mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='48mm'","Matrix1.L(source1,source2) [uH] - gap='75mm' offset='50mm'"
-50,,7.232943,7.110141,7.298573,7.251546,7.198494,7.256797,7.121018,7.181934,7.133195,7.152219,7.082413,7.167356,7.161684,7.162291,7.136202,7.047026,7.11539,7.119693,7.123588,6.990145,7.009874,7.05383,6.946946,7.088322,7.030654,7.022912,7.139419,6.99663,7.176306,7.101144,7.032516,7.116678,7.152586,6.988569,7.06669,7.113356,7.098096,6.975008,6.965346,6.948241,6.932007,7.057003,6.967975,7.060466,7.076542,6.891056,7.014856,6.975475,7.019869,7.003491,7.00455,6.841292,7.01609,7.022348,6.902425,7.042408,7.010828,6.997297,6.905551,7.046062,6.900523,6.891906,7.073254,6.990686,6.874562,6.960339,6.868357,7.016561,6.986033,7.013261,6.940562,6.911094,6.917389,6.906771,6.828633,6.956356,6.877287,6.877189,6.953954,6.825462,6.899744,6.838639,6.906162,6.912046,6.91094,6.940022,6.921488,6.830913,6.946304,6.807045,6.917252,6.891351,6.908513,6.883614,6.872636,6.877039,6.911502,6.884735,6.857171,6.915381,6.835836,6.89718,6.70242,6.899937
-46,,7.12447,7.362375,7.257057,7.170612,7.237762,7.254733,7.281297,7.132821,7.32593,7.144826,7.12731,7.233126,7.129769,7.107294,7.237317,7.086902,7.240886,7.278757,7.171931,7.171916,7.169634,7.122332,7.152234,7.142657,7.115972,7.073529,7.03427,7.045706,7.105161,7.138991,7.098812,7.160528,7.031315,6.989174,7.149886,7.024465,6.9909,6.987458,7.079377,7.094207,7.030161,7.109964,6.974737,7.0625,6.97723,7.031212,6.937643,7.047251,7.01614,7.012101,6.944971,7.019579,7.043629,7.058571,7.067819,7.015127,7.036431,7.04693,6.938043,7.029898,6.91063,7.045231,6.975237,6.902296,6.987114,6.894257,6.956609,6.999423,6.994809,7.00488,6.873289,6.968939,6.983019,6.942123,6.936277,6.938851,6.918598,6.78855,6.970039,6.968089,6.86991,6.95163,6.976751,6.964367,6.91394,6.838468,6.984375,6.947226,6.966132,6.931663,6.783884,6.934262,6.79751,6.965804,6.834756,6.828136,6.962065,6.927112,6.894056,6.817394,6.920918,6.760858,6.871813,6.855845
-42,,7.32245,7.274107,7.34471,7.146152,7.163489,7.339676,7.328579,7.150081,7.146867,7.161607,7.305564,7.155338,7.263475,7.252053,7.25217,7.093861,7.092196,7.145752,7.219087,7.075608,7.164358,7.174912,7.03231,7.142328,7.116521,7.126181,7.04377,7.21612,7.150618,6.953802,7.092326,7.15745,7.224654,7.053565,7.033472,7.202762,7.119437,7.156555,7.019443,7.123988,7.136548,6.992444,7.141928,7.100239,7.081711,7.089504,7.072876,7.064999,7.068038,7.012389,7.047683,6.911972,7.077293,7.059233,7.027641,7.045676,7.080248,7.083705,7.045363,6.914911,7.069982,6.914272,7.020508,6.912076,7.00946,7.070971,7.028808,7.075844,7.013147,6.995046,6.790883,7.014303,6.9533,6.961279,7.000227,6.980144,6.971771,6.948281,6.99754,6.947876,6.978292,6.877066,6.858157,7.006515,6.862151,7.007735,6.962712,6.979659,6.851146,7.041057,6.973313,6.837963,6.867754,6.95083,6.942958,6.979241,6.878903,6.902678,6.81709,6.907116,6.864112,6.843115,6.855746,6.77538
-38,,7.258824,7.332005,7.338509,7.372346,7.388802,7.23274,7.335701,7.346232,7.322663,7.180162,7.189422,7.197908,7.287875,7.163494,7.250075,7.165334,7.220525,7.291379,7.127203,7.22228,7.224818,7.223669,7.184419,7.192181,7.061256,7.029286,7.251,7.170137,7.211505,7.222114,7.270774,7.208664,7.063986,7.235425,7.199332,7.062855,7.182816,7.030925,7.16739,7.062672,7.147508,7.186004,7.073741,7.171746,7.135955,6.998524,7.092526,7.063716,7.122286,7.022381,6.935457,6.940541,6.97099,6.995826,7.094879,6.974429,6.983223,6.95217,7.065469,6.97057,6.946494,7.06095,6.930626,7.026264,6.971098,7.028721,7.038824,6.899034,7.036728,7.016851,7.030373,6.994583,6.98902,6.983125,6.990087,6.758681,7.007643,6.964928,7.038814,6.919856,7.015455,6.956505,7.014712,7.0288,6.895914,6.993518,7.019239,7.076649,6.955449,6.947491,6.891377,6.767159,7.007923,6.993039,6.960707,6.83811,6.866651,6.839949,6.86612,6.920302,6.956769,6.905878,6.908193,6.786244
-34,,7.225128,7.26115,7.389784,7.371496,7.432451,7.337266,7.363347,7.375971,7.360512,7.202875,7.238534,7.232429,7.232683,7.210375,7.197864,7.326021,7.33405,7.160031,7.121675,7.238213,7.113094,7.13293,7.192173,7.19892,7.042824,7.153982,7.255976,7.276113,7.151118,7.20193,7.108261,7.126876,7.268487,7.207832,7.077769,7.251419,7.074232,7.180282,7.075207,7.082831,7.193137,7.191853,7.168821,7.024967,7.020237,7.008852,6.993136,7.023353,7.119795,7.088044,7.098687,7.08399,7.085172,7.104439,7.126382,7.1736,6.991517,6.873905,7.161134,6.980837,6.939107,7.105407,7.019543,6.96213,7.134013,7.067203,7.006239,7.041724,7.065074,7.020794,7.041083,7.048255,6.907629,6.988078,7.034932,6.998606,6.948359,6.853452,7.018668,7.039471,7.012242,7.069916,6.910532,7.049781,7.040598,6.886891,6.992832,7.00863,6.990838,7.047518,6.863074,6.973367,6.982537,6.849766,6.986457,6.938753,6.869094,6.993283,6.873216,6.851091,6.9822,6.985618,6.816566,6.907356
-30,,7.429114,7.31179,7.261684,7.429867,7.320652,7.196851,7.430573,7.273938,7.385182,7.266261,7.379267,7.263161,7.239618,7.23568,7.326168,7.348747,7.185587,7.181188,7.166476,7.151112,7.155692,7.259035,7.289157,7.114528,7.065035,7.143689,7.198222,7.269803,7.291611,7.280772,7.281282,7.232483,7.241468,7.133214,7.146729,7.099178,7.124126,7.284478,7.229674,7.117631,7.17516,7.072442,7.058942,7.232607,7.197337,7.132577,7.113239,7.126943,7.263231,7.096654,6.956263,7.110103,6.996401,7.024153,7.154183,7.195007,7.145296,7.002022,7.000093,6.992499,7.005395,7.112988,7.119332,7.155816,6.989204,7.007685,7.039558,7.092595,7.096747,7.121456,6.83619,6.929413,7.041351,7.034344,7.034288,7.049326,6.988308,7.024838,6.992147,6.941918,6.932664,6.835673,6.939125,6.990128,6.950296,7.035955,7.066296,6.935513,6.911359,6.883739,6.987666,7.083652,7.023762,6.990795,7.031794,6.897462,7.019691,6.990559,6.859359,6.824509,6.829156,6.932524,6.8269,6.805042
-26,,7.448857,7.496048,7.338279,7.284645,7.482498,7.477598,7.322327,7.410698,7.455146,7.294406,7.295566,7.445927,7.25611,7.231691,7.359547,7.260125,7.196609,7.235814,7.223113,7.332941,7.293875,7.283948,7.115843,7.107872,7.247469,7.243472,7.178147,7.170061,7.300858,7.128742,7.173387,7.138763,7.281849,7.216327,7.14964,7.298959,7.222256,7.235145,7.128747,7.108504,7.213601,7.198613,7.211111,7.07926,7.207214,7.206457,7.1428,7.168615,7.097271,7.004295,7.097639,7.125033,7.146368,7.043222,7.142718,7.039212,7.116892,7.168015,7.16247,7.008928,7.024652,7.025376,7.013382,7.016573,7.102743,6.97463,7.093034,7.118287,7.090604,6.954707,7.068682,7.059707,7.05699,7.017856,7.048045,6.985559,7.030577,6.997657,6.968859,7.071607,6.845598,7.0481,6.927747,7.100265,7.108431,6.931193,7.030947,6.993563,7.046813,6.955159,7.049373,6.981166,6.938243,6.889633,6.877578,6.996574,7.066787,6.87054,6.869002,6.831556,6.992275,6.984309,6.829801,6.957664
-22,,7.515416,7.50355,7.319119,7.356592,7.495966,7.306268,7.480925,7.416261,7.412894,7.311933,7.272077,7.264172,7.26037,7.383094,7.417034,7.262062,7.220721,7.228532,7.345408,7.193882,7.194721,7.169575,7.124747,7.1706,7.205129,7.231138,7.288729,7.186444,7.214233,7.215127,7.220578,7.336809,7.255292,7.167005,7.155995,7.245146,7.260205,7.145332,7.319063,7.148197,7.031365,7.244385,7.091324,7.199835,7.214174,7.188295,7.053253,7.141847,7.169888,7.023523,7.032151,7.163005,7.040215,7.146082,7.176463,7.185417,7.137995,7.172647,7.200408,7.192294,7.163812,7.169846,7.170662,7.160454,7.121697,7.087967,7.013302,6.988859,6.973407,7.116123,7.080836,7.056814,7.074407,6.955846,7.095807,7.039746,6.930793,7.002517,7.133925,7.062108,7.122629,6.935527,7.036006,7.082247,6.944785,6.95715,7.045997,6.936524,7.078343,7.098713,7.031872,7.086428,7.061651,6.989721,7.08175,7.031903,6.898383,6.907015,7.006624,6.868408,6.99311,7.008296,6.836337,6.995149
-18,,7.478179,7.395609,7.488371,7.390556,7.400625,7.369874,7.460248,7.494984,7.446109,7.444772,7.359307,7.462519,7.326586,7.325708,7.27794,7.417914,7.403168,7.173966,7.385368,7.25091,7.326361,7.305,7.179263,7.31603,7.312335,7.152018,7.228009,7.230724,7.221449,7.368379,7.218287,7.196264,7.205228,7.18549,7.206446,7.246518,7.297422,7.357468,7.176799,7.137443,7.294102,7.121457,7.280137,7.180613,7.257871,7.197228,7.222335,7.238972,7.209058,7.116744,7.170581,7.064965,7.228974,6.985558,7.17844,7.075721,7.097597,7.198184,7.039466,7.073625,7.233044,7.133841,7.138429,7.02865,7.062251,7.016114,7.134926,7.135262,6.999059,7.042079,7.126296,6.989377,6.97577,7.082863,7.114407,7.110413,7.109427,7.047615,7.10353,7.118474,6.984283,7.112606,7.074774,7.100504,6.963109,7.109025,7.118954,6.949579,6.934138,6.942207,6.924731,7.039902,7.070199,6.935435,7.042099,7.002125,6.932668,6.874877,6.913596,6.973598,6.864824,6.893396,7.002704,6.842539
-14,,7.457893,7.290383,7.395936,7.374933,7.454982,7.51477,7.350042,7.381476,7.482555,7.468614,7.318471,7.302521,7.437949,7.459092,7.31568,7.296451,7.403996,7.366242,7.231174,7.405265,7.345364,7.203633,7.190652,7.302071,7.292194,7.087071,7.240789,7.278037,7.375324,7.341284,7.196868,7.230012,7.212637,7.213011,7.240113,7.177124,7.086351,7.287459,7.188929,7.321139,7.294906,7.280679,7.136326,7.119456,7.285424,7.093773,6.902266,7.18586,7.224866,7.0663,7.168223,7.16153,7.195011,7.248077,7.076653,7.249364,7.207327,7.088383,7.091031,7.052883,7.039774,7.169303,7.044093,7.075637,7.187904,7.152866,7.013424,7.039844,7.004755,7.121954,7.170132,7.094615,6.969691,7.110227,7.12097,7.086412,6.948742,6.89168,6.984621,6.981477,6.980171,7.08949,7.113578,7.089906,6.958088,7.013251,7.064526,7.089738,7.098436,7.090543,7.076722,6.949696,7.044013,6.941634,7.0124,7.012405,6.914603,7.016013,7.011464,6.898624,7.02449,7.070417,6.874978,6.984531
