"slide [mm]","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='0mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='2mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='4mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='6mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='8mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='10mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='12mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='14mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='16mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='18mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='20mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='22mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='24mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='26mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='28mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='30mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='32mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='34mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='36mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='38mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='40mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='42mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='44mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='46mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='48mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='40mm' offset='50mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='0mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='2mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='4mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='6mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='8mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='10mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='12mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='14mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='16mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='18mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='20mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='22mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='24mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='26mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='28mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='30mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='32mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='34mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='36mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='38mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='40mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='42mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='44mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='46mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='48mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='45mm' offset='50mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='0mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='2mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='4mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='6mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='8mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='10mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='12mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='14mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='16mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='18mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='20mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='22mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='24mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='26mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='28mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='30mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='32mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='34mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='36mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='38mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='40mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='42mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='44mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='46mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='48mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='50mm' offset='50mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='0mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='2mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='4mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='6mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='8mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='10mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='12mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='14mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='16mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='18mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='20mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='22mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='24mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='26mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='28mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='30mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='32mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='34mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='36mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='38mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='40mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='42mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='44mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='46mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='48mm'","Matrix1.L(pickup1,pickup2) [uH] - gap='55mm' offset='50mm'"
-50,8.300355,8.253571,8.363202,8.267865,8.250504,8.279041,8.245184,8.214063,8.373435,8.283568,8.229478,8.167169,8.157351,8.153161,8.173081,8.061431,8.22782,8.103276,8.075167,8.092835,8.196811,8.060481,7.940257,7.967856,7.929151,7.910274,8.045842,8.028738,7.89495,7.956229,8.034795,8.006941,8.015023,8.041041,7.927115,7.94284,7.9408,7.902742,7.911907,7.810505,7.967451,7.779916,7.815107,7.655594,7.776068,7.907976,7.801652,7.692608,7.877836,7.730452,7.99439,7.675638,7.724831,7.743534,7.978094,7.856888,7.840848,7.73041,7.827105,7.738197,7.961706,7.654448,7.676101,7.75614,7.703465,7.758672,7.709924,7.558745,7.585919,7.69118,7.702119,7.57143,7.59414,7.630816,7.737178,7.547592,7.63976,7.432994,7.564645,7.47685,7.502316,7.550418,7.55901,7.521512,7.645246,7.502675,7.622262,7.608716,7.448216,7.62049,7.526786,7.559203,7.413642,7.405103,7.419892,7.528873,7.540722,7.395663,7.445928,7.398017,7.449768,7.326133,7.391095,7.395665
-46,8.403073,8.363216,8.294866,8.396188,8.521585,8.32645,8.253631,8.389184,8.247843,8.30033,8.322553,8.267329,8.2723,8.312711,8.245384,8.291025,8.16411,8.336872,8.064192,8.093881,8.055369,8.040329,8.09709,7.911532,8.084761,7.919205,8.052886,8.044001,8.135745,8.09384,7.939001,8.160307,7.961633,8.025526,8.00819,7.971569,8.074581,7.957886,7.96046,8.08527,8.016445,8.008928,7.927223,8.058394,7.983115,7.982408,7.848984,7.762219,7.790338,7.695177,7.572111,7.778153,7.871989,7.868798,7.692003,7.72959,7.843316,7.787938,7.774651,7.767633,7.794744,7.854423,7.734618,7.697301,7.788159,7.637308,7.679936,7.600518,7.708834,7.569906,7.664777,7.63868,7.616525,7.647706,7.530647,7.653614,7.519669,7.466049,7.700496,7.752254,7.735146,7.528588,7.651435,7.602571,7.617973,7.571148,7.527529,7.779744,7.697042,7.680927,7.601137,7.586757,7.539952,7.507001,7.53526,7.573826,7.480022,7.50365,7.492632,7.475154,7.395868,7.488335,7.465369,7.489388
-42,8.400155,8.269736,8.418644,8.45491,8.410038,8.223693,8.400442,8.350804,8.419005,8.327771,8.351963,8.102919,8.480488,8.279507,8.388968,8.283576,8.246873,8.113688,8.14067,8.057943,8.071088,7.974562,8.065028,7.996733,8.128448,7.939078,8.162688,8.044234,8.069484,8.147762,8.070805,8.135876,8.098105,7.839219,8.01945,8.026937,8.066787,7.968659,8.053215,8.005376,7.977339,7.934948,7.998894,8.154982,7.935969,7.896642,7.803723,7.843357,7.925989,7.832304,7.770772,7.682121,7.80339,7.849594,7.819216,7.775022,7.742969,7.673045,7.806976,7.83578,7.784071,7.700051,7.848701,7.719435,7.748891,7.772928,7.737035,7.691242,7.72223,7.654922,7.650515,7.682872,7.505329,7.825554,7.495579,7.592791,7.55579,7.470335,7.64107,7.691114,7.540743,7.648234,7.703436,7.583614,7.71792,7.676631,7.534336,7.755821,7.548525,7.679171,7.48479,7.578528,7.660364,7.676019,7.626693,7.525626,7.570833,7.518792,7.408731,7.499881,7.538876,7.419617,7.453859,7.519699
-38,8.441892,8.424035,8.482568,8.643494,8.508658,8.49006,8.444983,8.503856,8.356526,8.461231,8.396273,8.395786,8.521178,8.264128,8.296617,8.363516,8.364732,8.215344,8.173936,8.249139,8.163936,8.136258,8.140306,8.031989,7.962999,7.94128,8.144805,8.098701,8.238223,8.159189,8.168606,8.095446,8.168518,8.116654,8.103404,8.098109,8.036068,7.990021,8.074586,8.029424,8.086691,7.982649,8.07082,7.916348,7.863965,7.96598,7.939542,7.84202,7.80395,7.799891,7.797206,7.794868,7.970405,7.909034,7.72165,7.796616,7.785514,7.80601,7.820226,7.840018,7.90875,7.963283,7.701993,7.773022,7.721297,7.712416,7.823453,7.745841,7.649535,7.823865,7.654379,7.688974,7.664517,7.649634,7.628508,7.642254,7.536544,7.723711,7.854923,7.755277,7.665744,7.575816,7.689691,7.588341,7.631241,7.59504,7.574248,7.639249,7.652346,7.820933,7.611687,7.589327,7.593633,7.522929,7.501272,7.381929,7.544999,7.608762,7.517492,7.526129,7.642838,7.439854,7.392165,7.47115
-34,8.62945,8.576153,8.423353,8.401957,8.560777,8.547075,8.571782,8.56347,8.49456,8.472727,8.322543,8.389582,8.368125,8.26093,8.383049,8.360711,8.328308,8.355353,8.448347,8.114564,8.225144,8.233728,8.443165,8.100339,8.195091,8.010872,8.196038,8.157361,8.226368,8.130491,8.116888,8.239127,8.334944,8.289926,8.066917,8.195644,8.228258,8.036349,8.09775,8.024106,8.007469,8.124199,7.938384,7.965072,7.915538,7.828002,7.840953,7.948212,7.736384,7.879748,7.863278,7.79682,7.901693,7.915447,7.851477,7.957513,7.947627,7.861318,8.025481,8.021566,7.768204,7.840075,7.854858,7.821592,7.695484,8.005693,7.939725,7.784396,7.728348,7.788676,7.702336,7.768805,7.688588,7.613043,7.629357,7.548495,7.528056,7.741285,7.676893,7.619554,7.591918,7.630695,7.670472,7.634343,7.883223,7.632731,7.72498,7.812256,7.67027,7.59239,7.674499,7.69472,7.597908,7.84587,7.558067,7.604747,7.558339,7.566066,7.531624,7.553402,7.468698,7.538936,7.496229,7.441631
-30,8.664466,8.678057,8.560938,8.659199,8.553176,8.678735,8.588639,8.82441,8.410756,8.586989,8.536186,8.524109,8.449392,8.430902,8.41684,8.323835,8.419448,8.370785,8.350442,8.254358,8.187196,8.028632,8.142611,8.238684,8.185919,8.033913,8.25484,8.082586,8.224669,8.225586,8.184448,8.207883,8.256761,8.330703,8.28283,8.213017,8.081338,8.257953,8.130296,8.199145,8.077848,8.04732,8.10722,8.128035,7.980199,8.09091,7.90173,7.909843,7.901148,7.861844,7.835373,7.849937,7.891291,7.982317,7.967664,7.938458,7.928005,7.89966,7.917592,7.90282,7.887876,7.970032,7.88782,8.111509,7.899857,7.778981,7.823595,7.759254,7.762322,7.749016,7.725629,7.655361,7.768354,7.610912,7.729801,7.864138,7.600313,7.764645,7.871829,7.814569,7.699272,7.81927,7.733389,7.816709,7.630467,7.663498,7.849526,7.618307,7.62056,7.691052,7.840115,7.698306,7.766162,7.693977,7.514276,7.728547,7.639593,7.67633,7.656921,7.587684,7.581546,7.443009,7.555134,7.37753
-26,8.724149,8.78135,8.722672,8.660575,8.670952,8.647987,8.712362,8.779074,8.458625,8.790302,8.653733,8.554654,8.565802,8.396689,8.53546,8.422337,8.509221,8.294303,8.391335,8.258307,8.548687,8.171537,8.229051,8.018146,7.987492,8.077545,8.343463,8.295656,8.352783,8.196361,8.36086,8.226901,8.221337,8.270373,8.231186,8.177072,8.213907,8.172916,8.064827,8.192021,8.179519,8.061486,8.129741,7.949386,8.003561,7.980733,7.979643,7.878412,7.934091,7.881088,7.957405,7.903296,7.953239,7.983461,7.933346,7.872183,7.942997,7.943806,7.855902,7.951099,7.958385,7.923263,7.867428,7.839053,8.037069,7.752079,7.766116,7.837967,7.821205,7.774294,7.864875,7.745002,7.744365,7.79024,7.685516,7.665545,7.583081,7.654013,7.827522,7.876862,7.70923,7.695155,7.794965,7.69676,7.600388,7.659924,7.660576,7.922794,7.730076,7.475182,7.602823,7.682677,7.757862,7.628468,7.640664,7.613699,7.643769,7.515629,7.442727,7.506866,7.612951,7.542447,7.54595,7.389371
-22,8.731778,8.712676,8.419804,8.666885,8.566249,8.612585,8.668308,8.673557,8.654139,8.658208,8.459849,8.548885,8.53848,8.603283,8.551828,8.402023,8.332423,8.416934,8.369057,8.217327,8.188367,8.277852,8.091473,8.189473,8.096656,8.148441,8.399475,8.2948,8.275033,8.290913,8.375997,8.350559,8.297294,8.248569,8.140195,8.201674,8.059443,8.200242,8.267574,8.233637,8.24689,8.371307,8.105217,7.962747,8.088049,8.133322,8.039899,8.064974,7.923553,7.881243,7.877895,7.900821,7.865772,7.972917,7.973809,8.092378,7.929602,8.110301,8.003211,7.833092,7.973679,7.879675,7.863888,7.890715,7.861624,7.800929,7.798304,7.756249,7.79343,7.799881,7.880396,7.716102,7.736869,7.689168,7.771229,7.789674,7.761932,7.752959,7.712073,7.702513,7.921447,7.706743,7.724505,7.777375,7.8341,7.822255,7.765441,7.828163,7.665391,7.759416,7.743138,7.627134,7.557591,7.81645,7.734385,7.595353,7.759999,7.573913,7.645871,7.708191,7.713336,7.485156,7.583885,7.49825
-18,8.787807,8.712912,8.730529,8.585721,8.7479,8.689656,8.533227,8.618314,8.626513,8.655067,8.668528,8.312172,8.558698,8.514088,8.412938,8.447082,8.506599,8.256848,8.422235,8.427483,8.289974,8.288383,8.341657,8.272829,8.210647,8.187337,8.384357,8.334166,8.308722,8.328062,8.398283,8.36533,8.359829,8.215922,8.314224,8.334353,8.115136,8.218034,8.204984,8.2797,8.129057,8.21407,8.156162,8.07106,7.989967,8.064412,8.005134,7.969014,7.913214,7.970971,7.862015,8.10032,7.885808,8.040249,7.947809,8.062197,8.032111,8.004027,7.949066,7.962581,7.987562,8.128419,8.005887,7.943132,8.013251,7.870292,7.873496,7.819479,7.848812,7.920486,7.85108,7.784627,7.765871,7.847437,7.843182,7.716111,7.775611,7.72269,7.875024,7.734139,7.883805,7.85565,7.848279,7.782036,7.851582,7.748719,7.743167,7.781707,7.865304,7.716076,7.823768,7.705434,7.782805,7.711046,7.686334,7.609265,7.718724,7.750616,7.63938,7.671602,7.575285,7.615967,7.654499,7.40504
-14,8.647889,8.722063,8.826648,8.787069,8.729113,8.600195,8.555579,8.686099,8.740501,8.542529,8.584715,8.611227,8.551154,8.595821,8.614422,8.2432,8.438111,8.427275,8.204717,8.363812,8.321594,8.275082,8.221354,8.153794,8.205854,8.137332,8.315977,8.345573,8.350637,8.290455,8.378285,8.360677,8.363584,8.420433,8.277392,8.287978,8.226906,8.21719,8.282957,8.216808,8.355111,8.138478,8.186872,8.125349,8.049521,8.144835,8.018549,7.993078,7.944215,7.902738,7.958091,7.883912,7.971324,8.007672,7.99221,8.000284,8.056194,7.890853,8.03202,7.99382,8.036441,7.818823,8.015444,7.959246,7.931971,7.915688,7.838904,7.924944,7.92749,7.842334,7.832647,7.830435,7.72069,7.761725,7.781557,7.771848,7.63825,7.810111,7.830718,7.928621,7.881957,7.751711,7.775203,7.814114,7.798025,7.883059,7.779168,7.870788,7.720183,7.738009,7.743594,7.664801,7.603258,7.550894,7.659819,7.83316,7.677129,7.635235,7.626311,7.592403,7.502647,7.666382,7.530518,7.558049
