"slide [mm]","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='0mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='2mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='4mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='6mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='8mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='10mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='12mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='14mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='16mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='18mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='20mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='22mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='24mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='26mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='28mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='30mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='32mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='34mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='36mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='38mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='40mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='42mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='44mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='46mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='48mm'","Matrix1.L(source2,source2) [uH] - gap='40mm' offset='50mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='0mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='2mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='4mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='6mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='8mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='10mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='12mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='14mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='16mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='18mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='20mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='22mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='24mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='26mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='28mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='30mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='32mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='34mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='36mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='38mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='40mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='42mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='44mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='46mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='48mm'","Matrix1.L(source2,source2) [uH] - gap='45mm' offset='50mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='0mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='2mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='4mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='6mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='8mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='10mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='12mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='14mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='16mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='18mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='20mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='22mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='24mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='26mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='28mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='30mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='32mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='34mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='36mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='38mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='40mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='42mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='44mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='46mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='48mm'","Matrix1.L(source2,source2) [uH] - gap='50mm' offset='50mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='0mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='2mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='4mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='6mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='8mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='10mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='12mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='14mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='16mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='18mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='20mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='22mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='24mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='26mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='28mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='30mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='32mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='34mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='36mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='38mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='40mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='42mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='44mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='46mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='48mm'","Matrix1.L(source2,source2) [uH] - gap='55mm' offset='50mm'"
-50,30.88657,30.85073,30.85043,30.82502,30.81082,30.8681,30.77348,30.77321,31.01667,30.79886,30.82834,30.77157,30.74478,30.69672,30.69619,30.68798,30.87118,30.58715,30.57715,30.57347,30.73469,30.78108,30.45563,30.38917,30.3829,30.33325,30.47582,30.45119,30.45105,30.49435,30.49694,30.47306,30.46628,30.67575,30.42477,30.43871,30.43845,30.38225,30.34029,30.38895,30.52534,30.36709,30.30671,30.11761,30.21065,30.51037,30.46142,30.17212,30.40899,30.16024,30.39871,30.35345,30.22152,30.46156,30.49019,30.45379,30.4743,30.21423,30.44786,30.21497,30.48297,30.20148,30.14815,30.38118,30.10689,30.29696,30.38437,30.13949,30.1111,30.32151,30.28692,30.01086,30.28646,30.23608,30.22307,30.19584,30.17547,29.92192,30.23126,29.83613,30.04864,29.96762,30.17147,30.20548,30.22681,29.96182,30.18249,30.16083,29.96027,30.20948,29.94449,30.15837,29.90312,30.15268,29.8791,30.11371,30.08288,30.08904,30.01399,29.98716,30.08937,30.01943,30.01828,29.97564
-46,31.00818,30.93092,30.96137,30.95446,31.18238,30.94512,30.96269,30.93697,30.90676,30.89962,30.8372,30.89813,30.80015,30.85097,30.7713,31.05816,30.74137,31.01166,30.6722,30.60546,30.57458,30.87893,30.74731,30.50505,30.70575,30.45374,30.54419,30.58862,30.86803,30.60922,30.58185,30.57769,30.61851,30.95676,30.57169,30.53462,30.77112,30.52418,30.51318,30.70789,30.67311,30.6712,30.42016,30.6378,30.62812,30.64004,30.63327,30.30909,30.26972,30.30883,30.06443,30.47278,30.58295,30.48165,30.28486,30.24651,30.29266,30.29046,30.2969,30.29124,30.30475,30.42653,30.2323,30.21293,30.26221,30.1687,30.19827,30.02329,30.37076,30.17528,30.1073,30.11124,30.35103,30.30985,30.07791,30.06334,30.00341,29.97166,30.3689,30.39246,30.32431,30.05645,30.03108,30.35985,30.10853,30.32924,30.03639,30.27878,30.21038,30.07456,30.00011,30.23071,30.00069,29.95474,29.98943,30.17787,30.08723,30.12365,30.11219,30.14332,29.89965,30.17116,29.88429,30.00123
-42,31.06282,30.85462,31.08095,31.11956,31.09452,30.87421,31.04679,31.03231,31.04619,31.02268,31.00816,30.6322,31.234,30.90781,31.17603,30.8368,30.86771,30.76001,30.79203,30.76878,30.76479,30.68396,30.64172,30.58538,30.57285,30.55763,30.70748,30.67355,30.66319,30.67299,30.65553,30.73627,30.65659,30.46646,30.64574,30.58086,30.65388,30.5796,30.8716,30.52441,30.5354,30.49916,30.4846,30.75755,30.41611,30.62691,30.3575,30.36632,30.49375,30.3157,30.26569,30.2259,30.38813,30.36445,30.32406,30.41259,30.34244,30.36859,30.39781,30.34865,30.35325,30.30635,30.32335,30.27203,30.28172,30.27173,30.40036,30.21529,30.21197,30.23578,30.19022,30.4194,29.95847,30.38476,30.05528,30.08614,30.06837,30.00852,30.39471,30.35583,30.13603,30.15897,30.32876,30.08769,30.41549,30.14192,30.05253,30.30395,30.04522,30.30491,29.9928,30.18229,30.20777,30.28583,30.198,30.00166,29.91441,29.92694,29.93916,30.13028,30.15625,29.88644,29.91426,30.05683
-38,31.02869,31.21506,31.17283,31.19193,31.21189,31.19929,31.11006,31.13113,31.08837,31.10698,31.09406,31.10425,31.05102,30.83701,30.9916,30.99285,31.17528,30.86746,30.84829,30.81112,30.81995,30.78541,30.72272,30.7185,30.59939,30.63205,30.75222,30.76488,31.11031,30.79051,30.73453,30.76256,30.75755,30.7252,30.72795,30.70605,30.71105,30.6652,30.67856,30.66272,30.65972,30.54591,30.841,30.60086,30.49684,30.48035,30.47511,30.45946,30.39396,30.58304,30.30489,30.33345,30.74844,30.42009,30.34846,30.39333,30.24242,30.40343,30.40692,30.40869,30.64637,30.60413,30.30648,30.3441,30.38478,30.2836,30.45188,30.31343,30.29698,30.52932,30.17529,30.23659,30.43801,30.18409,30.39551,30.42207,30.11192,30.34572,30.45331,30.31,30.18067,30.14472,30.21652,30.191,30.14994,30.13962,30.16366,30.18837,30.16331,30.36961,30.0549,30.10701,30.1734,30.06652,30.082,29.91642,30.04172,30.35386,30.03141,30.22421,30.2443,29.91749,29.94726,29.89292
-34,31.27118,31.32505,31.08662,31.06796,31.21646,31.25574,31.23699,31.2427,31.21881,31.15247,31.13765,31.10531,31.14821,30.892,31.05199,30.96171,30.96615,30.99616,31.24745,30.72557,30.89556,31.00002,31.15193,30.72132,30.74075,30.72387,30.80191,30.78538,31.0737,30.80202,30.78794,30.83302,31.00092,30.99207,30.70567,30.70108,31.01431,30.67468,30.6757,30.69363,30.57752,30.85255,30.5871,30.53499,30.49623,30.5257,30.52376,30.51231,30.22963,30.40898,30.6039,30.37156,30.49578,30.48303,30.47653,30.50152,30.45005,30.41634,30.76046,30.69601,30.28087,30.44822,30.46513,30.32817,30.35751,30.68395,30.61136,30.37868,30.31741,30.30951,30.31166,30.204,30.25257,30.24322,30.21417,30.26544,30.13901,30.43842,30.33166,30.09359,30.05577,30.15887,30.19451,30.1834,30.48015,30.1646,30.36049,30.38233,30.36304,30.1591,30.33044,30.32717,30.09275,30.32636,30.1282,30.32923,30.0409,30.07862,30.02036,30.19791,29.96886,30.15518,29.97605,29.92426
-30,31.34941,31.38887,31.36835,31.35637,31.30021,31.32535,31.36188,31.6377,31.04184,31.24117,31.27629,31.24861,31.14907,31.16623,31.12028,31.09449,31.05821,31.03787,31.00643,30.98748,30.88942,30.69231,30.86623,30.7886,31.0744,30.72022,30.88376,30.68764,30.84995,30.87426,30.85169,30.87813,31.10689,31.1217,30.8211,30.80803,30.79067,31.02036,30.81143,30.96778,30.54072,30.66975,30.69463,30.92264,30.58836,30.92358,30.55907,30.55658,30.49864,30.45217,30.47771,30.35172,30.57709,30.7384,30.80883,30.5383,30.54395,30.56445,30.50301,30.56173,30.5147,30.71559,30.48918,30.66851,30.6871,30.36448,30.38359,30.40287,30.3859,30.31995,30.34998,30.27638,30.52509,30.22076,30.23461,30.49208,30.17696,30.39571,30.49435,30.52087,30.29262,30.27012,30.44003,30.48405,30.2481,30.26045,30.53237,30.24816,30.41997,30.44095,30.4022,30.35898,30.39303,30.17257,30.15651,30.3727,30.07464,30.38327,30.39737,30.30132,30.29714,29.99789,30.12524,29.95183
-26,31.52214,31.46525,31.45534,31.44642,31.36783,31.38542,31.41691,31.65606,31.1123,31.59192,31.36195,31.29373,31.26551,31.19645,31.21555,31.15017,31.40298,30.89434,31.04592,31.03439,31.25311,30.93754,30.87744,30.6529,30.59928,30.79639,30.93314,30.9626,30.96346,30.89898,30.95655,30.9848,30.88878,30.87641,30.87784,30.86608,30.89691,30.83287,30.85401,30.85282,30.73915,30.71263,30.67603,30.4973,30.63947,30.63427,30.57749,30.53349,30.5507,30.53688,30.49297,30.4637,30.58929,30.59569,30.56952,30.5535,30.58926,30.59063,30.52312,30.48984,30.53256,30.52582,30.51633,30.45007,30.73478,30.41401,30.42692,30.44485,30.43368,30.40772,30.34655,30.37133,30.30572,30.47178,30.20356,30.24048,30.23938,30.24037,30.48637,30.5217,30.2971,30.28143,30.48378,30.27289,30.12057,30.22388,30.20335,30.53147,30.21161,29.90317,30.17863,30.14302,30.39754,30.1677,30.15268,30.09496,30.38424,30.0626,30.04028,30.06202,30.27883,29.98809,30.1996,29.91698
-22,31.46592,31.47295,31.09799,31.47764,31.25315,31.40465,31.38795,31.37214,31.39221,31.36551,31.13874,31.31557,31.30581,31.29884,31.23111,31.18963,30.95474,31.13339,31.12405,30.88048,30.81133,30.95706,30.74512,30.90024,30.79776,30.78678,31.01845,31.01763,31.06599,30.97259,30.98063,30.96073,31.04526,30.76167,30.76321,30.94003,30.68182,30.8266,30.94197,30.84123,30.83753,31.04232,30.80605,30.54882,30.72056,30.73421,30.63684,30.69499,30.57868,30.55065,30.56461,30.5157,30.39354,30.55686,30.56741,30.81442,30.54606,30.81898,30.57285,30.4016,30.5599,30.4976,30.47141,30.51377,30.47143,30.4486,30.46345,30.43892,30.40952,30.36971,30.58072,30.35547,30.34547,30.30047,30.28841,30.58312,30.50391,30.49359,30.27394,30.14253,30.53975,30.24978,30.29937,30.25632,30.58792,30.3321,30.51338,30.27543,30.18325,30.27317,30.55771,30.23186,30.18455,30.47121,30.48024,30.15982,30.32697,30.14233,30.30437,30.32315,30.36469,30.00773,30.02352,30.0275
-18,31.54974,31.49243,31.48835,31.3034,31.51146,31.51726,31.2245,31.25778,31.43635,31.37059,31.39673,30.96595,31.36061,31.31029,31.08816,31.22449,31.20734,30.93656,31.14796,31.08084,31.05589,30.99463,30.96039,30.93346,30.8631,30.8483,31.0775,31.03611,31.02873,31.05368,31.02027,31.0337,31.00026,30.79772,31.04265,30.97166,30.73634,30.93259,30.9217,30.91055,30.8376,30.82324,30.80221,30.73516,30.51753,30.73343,30.6889,30.6998,30.64076,30.58361,30.57192,30.8554,30.44102,30.66025,30.63391,30.59013,30.59964,30.63352,30.56769,30.60466,30.56485,30.85901,30.58021,30.5254,30.57216,30.46046,30.46712,30.47878,30.42126,30.44681,30.4188,30.35148,30.39101,30.4983,30.56321,30.30839,30.50229,30.28128,30.57547,30.29419,30.33061,30.53625,30.55155,30.52378,30.6523,30.29791,30.25807,30.30499,30.50461,30.27524,30.54162,30.43216,30.45092,30.50824,30.45345,30.46107,30.42895,30.37887,30.24977,30.31681,30.25441,30.31897,30.3058,30.00821
-14,31.33286,31.53013,31.5235,31.51613,31.57906,31.29392,31.296,31.50915,31.40103,31.22812,31.38454,31.39682,31.36642,31.3098,31.25016,30.91023,31.19505,31.2452,30.78501,31.1032,31.07006,31.02717,31.00031,30.94457,30.96315,30.83843,31.04562,30.99375,31.01526,30.95874,30.98313,30.98861,31.0274,31.23015,30.96009,30.97123,30.92794,30.86659,30.8509,30.87578,31.11328,30.80064,30.74946,30.78195,30.73781,30.74767,30.62689,30.65223,30.58057,30.55866,30.54242,30.46768,30.63422,30.62409,30.95272,30.57062,30.64665,30.42391,30.64715,30.64676,30.67789,30.37019,30.55751,30.49079,30.53214,30.49317,30.50211,30.50995,30.67454,30.40824,30.38493,30.59067,30.39314,30.32685,30.35293,30.3138,30.27666,30.56314,30.38629,30.63675,30.3474,30.32505,30.35195,30.34049,30.33457,30.61297,30.35501,30.51732,30.25729,30.28418,30.27594,30.21096,30.08718,30.03778,30.20483,30.4703,30.13774,30.21441,30.14486,30.14319,30.11622,30.06803,30.08541,30.04333
